id,product_id,type,cpu,hertz,cores,gpu,ram,ram_type,ssd,drive_size,extra,created_at
390,1307023,ноутбук,intel core i3 7020u,2300,2,amd radeon 520,4,DDR4,false,1000,"{""Вес"": ""2.17 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, RJ-45, USB"", ""Камера"": ""есть, веб-камера"", ""Процессор"": ""Intel Core i3 7020U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""дискретная видеокарта AMD Radeon 520"", ""Интерфейсы"": ""USB Type-C"", ""Аккумулятор"": ""Li-Ion, 3 ячейки, 42 Вт·ч"", ""Сетевая карта"": ""сетевая карта 1000 Мбит/c"", ""Частота памяти"": ""2133 МГц"", ""Габариты (ДхШхТ)"": ""380x258x22.7 мм"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""внутренний, DVD-RW"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""HDD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth"", ""Оперативная память"": ""4 Гб DDR4"", ""Производительность"": ""2300 МГц, 2 ядра"", ""Общий объем накопителей"": ""1000 ГБ"", ""Количество слотов памяти"": ""2"", ""Количество интерфейсов USB 2.0"": ""1"", ""Количество интерфейсов USB 3.1"": ""2"", ""Поддерживаемые карты памяти"": ""SD, SDHC, SDXC""}",2020-04-29
391,1306256,ноутбук,intel core i3 5005u,2000,2,intel hd graphics 5500,4,DDR3L,false,500,"{""Вес"": ""1.83 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, RJ-45"", ""Камера"": ""веб-камера"", ""Процессор"": ""Intel Core i3 5005U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""встроенная видеокарта Intel HD Graphics 5500"", ""Поддержка 3D"": ""нет"", ""Объем кэша L3"": ""3 Мб"", ""Время работы"": ""11.75 ч"", ""Сетевая карта"": ""встроенная сетевая карта, 10/100/1000 Мбит/c"", ""Частота памяти"": ""1600 МГц"", ""Габариты (ДхШхТ)"": ""380x253.8x23.8 мм"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1366x768, широкоформатный"", ""Тип жесткого диска"": ""HDD"", ""Беспроводная связь"": ""Wi-Fi 802.11b/g/n, Bluetooth 4.0"", ""Оперативная память"": ""4 Гб DDR3L"", ""Производительность"": ""2000 МГц, 2 ядра"", ""Особенности корпуса"": ""ударопрочный, влагозащищенный"", ""Операционная система"": ""DOS"", ""Клавиатура и управление"": ""Touchpad"", ""Общий объем накопителей"": ""500 ГБ"", ""Объем первого накопителя"": ""500 ГБ"", ""Подключение к док-станции"": ""нет"", ""Количество интерфейсов USB 2.0"": ""1"", ""Количество интерфейсов USB 3.0"": ""2"", ""Поддерживаемые карты памяти"": ""SD, SDHC, SDXC"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
392,1306547,ноутбук,intel core i3 8130u,2200,2,intel hd graphics 620,,DDR4,true,128,"{""Вес"": ""1.4 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серебристый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Камера"": ""веб-камера"", ""Процессор"": ""Intel Core i3 8130U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""встроенная видеокарта Intel HD Graphics 620"", ""Поддержка 3D"": ""нет"", ""Аккумулятор"": ""3 ячейки батареи"", ""Объем кэша L3"": ""4 Мб"", ""Частота памяти"": ""2400 МГц"", ""Габариты (ДхШхТ)"": ""323.9x219.9x15.81 мм"", ""Диагональ экрана"": ""13.3 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth 4.1"", ""Оперативная память"": ""DDR4"", ""Производительность"": ""2200 МГц, 2 ядра"", ""Особенности корпуса"": ""влагозащищенный"", ""Интерфейс накопителя"": ""M.2"", ""Операционная система"": ""Win 10"", ""Клавиатура и управление"": ""Touchpad"", ""Общий объем накопителей"": ""128 ГБ"", ""Объем первого накопителя"": ""128 ГБ"", ""Подключение к док-станции"": ""нет"", ""Поддерживаемые карты памяти"": ""microSD, microSDHC, microSDXC"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
393,100082823,ультрабук,intel core i5 8210y,1600,2,intel uhd graphics 617,8,LPDDR3,true,256,"{""Вес"": ""1.25 кг"", ""Тип"": ""ультрабук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Камера"": ""HD‑камера FaceTime 720p"", ""Процессор"": ""Intel Core i5 8210Y"", ""Видеокарта"": ""встроенная видеокарта Intel UHD Graphics 617"", ""Интерфейсы"": ""Thunderbolt 3"", ""Аккумулятор"": ""Li-Pol 49.9 Вт*ч"", ""Время работы"": ""12 ч"", ""Частота памяти"": ""2133 МГц"", ""Габариты (ДхШхТ)"": ""304.1x212.4x15.6 мм"", ""Диагональ экрана"": ""13.3 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""2560x1600, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth 4.2"", ""Оперативная память"": ""8 Гб, LPDDR3"", ""Производительность"": ""1600 МГц, 2 ядра"", ""Операционная система"": ""macOS"", ""Клавиатура и управление"": ""Touchpad, подсветка клавиатуры"", ""Общий объем накопителей"": ""256 ГБ"", ""Дополнительная информация"": ""Touch ID, Retina дисплей, технология True Tone, русская раскладка"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
394,100063382,ноутбук,amd ryzen 3 3300u,2100,4,amd radeon vega 3,8,DDR4,true,128,"{""Вес"": ""2 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""колонки, микрофон"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Камера"": ""есть"", ""Процессор"": ""AMD Ryzen 3 3300U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""AMD Radeon Vega 3"", ""Аккумулятор"": ""Li-Ion, 55.7 Втч"", ""Время работы"": ""13 ч"", ""Частота памяти"": ""2400 МГц"", ""Габариты (ДхШхТ)"": ""35.9x24.6x1.7 см"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080 пикс"", ""Тип жесткого диска"": ""SSD"", ""Оперативная память"": ""8 Гб, DDR4"", ""Производительность"": ""2100 МГц, 4 ядра"", ""Операционная система"": ""Windows 10"", ""Общий объем накопителей"": ""128 ГБ"", ""Количество слотов памяти"": ""2"", ""Объем первого накопителя"": ""128 ГБ""}",2020-04-29
395,100136014,ноутбук,intel core i7 8750h,2200,6,nvidia geforce rtx 2060 6gb,6,DDR4,true,1256,"{""Вес"": ""3.2 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""встроенные колонки и микрофон"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, Mini DisplayPort, RJ-45"", ""Камера"": ""есть"", ""Процессор"": ""Intel Core i7 8750H"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""дискретная видеокарта NVIDIA GeForce RTX 2060 6Gb"", ""Интерфейсы"": ""Thunderbolt 3"", ""Аккумулятор"": ""60 Втч"", ""Видеопамять"": ""6 Гб"", ""Объем кэша L3"": ""12 Мб"", ""Сетевая карта"": ""LAN 10/100/1000 Мбит/c"", ""Частота памяти"": ""2666 МГц"", ""Габариты (ДхШхТ)"": ""295x404x25 см"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""17.3 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, Full HD"", ""Тип жесткого диска"": ""HDD+SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth 5.0"", ""Оперативная память"": ""16 Гб, DDR4"", ""Производительность"": ""2200 МГц, 6 ядер"", ""Операционная система"": ""Win 10"", ""Общий объем накопителей"": ""1256 ГБ"", ""Количество слотов памяти"": ""2"", ""Объем второго накопителя"": ""256 ГБ"", ""Объем первого накопителя"": ""1000 ГБ"", ""Максимальный размер памяти"": ""32 ГБ"", ""Количество интерфейсов USB 3.0"": ""3""}",2020-04-29
396,100065967,ультрабук,intel core i5 8265u,1600,4,intel uhd graphics 620,8,LPDDR3,true,256,"{""Вес"": ""1.52 кг"", ""Тип"": ""ультрабук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серебристый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Камера"": ""0.7 Мпикс"", ""Процессор"": ""Intel Core i5 8265U"", ""Тип экрана"": ""глянцевый"", ""Видеокарта"": ""Intel UHD Graphics 620"", ""Аккумулятор"": ""Li-Pol, 65 Вт"", ""Объем кэша L3"": ""6 Мб"", ""Габариты (ДхШхТ)"": ""32.3x21.3x1.6 см"", ""Диагональ экрана"": ""14 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080 пикс"", ""Тип жесткого диска"": ""SSD"", ""Оперативная память"": ""8 Гб, LPDDR3"", ""Производительность"": ""1600 МГц, 4 ядра"", ""Операционная система"": ""Windows 10 Home x64"", ""Общий объем накопителей"": ""256 ГБ"", ""Объем первого накопителя"": ""256 ГБ"", ""Количество интерфейсов USB 2.0"": ""1"", ""Количество интерфейсов USB 3.1"": ""2""}",2020-04-29
397,100068244,ноутбук,intel core i7 9750h,2800,6,nvidia geforce gtx 1050 ti + intel uhd graphics 630,8,LPDDR4,true,256,"{""Вес"": ""2.7 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Камера"": ""1 МП, видеозвонки 1280х720, цифровой микрофон"", ""Процессор"": ""Intel Core i7 9750H"", ""Видеокарта"": ""дискретная видеокарта NVIDIA GeForce GTX 1050 Ti + встроенная Intel UHD Graphics 630"", ""Интерфейсы"": ""USB Type-C"", ""Поддержка 3D"": ""нет"", ""Аккумулятор"": ""Li-Pol 55 Вт⋅ч"", ""Видеопамять"": ""4096 Мб"", ""Объем кэша L3"": ""12 Мб"", ""Время работы"": ""5 ч"", ""Частота памяти"": ""2400 МГц"", ""Габариты (ДхШхТ)"": ""364x265x24 мм"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Оперативная память"": ""8 Гб, LPDDR4"", ""Производительность"": ""2800 МГц, 6 ядер"", ""Операционная система"": ""Win 10 Home"", ""Клавиатура и управление"": ""Touchpad, подсветка клавиатуры"", ""Общий объем накопителей"": ""256 ГБ"", ""Объем первого накопителя"": ""256 ГБ"", ""Количество интерфейсов USB 3.0"": ""4"", ""Поддерживаемые карты памяти"": ""SD, SDHC, SDXC"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
398,100129630,ультрабук,amd ryzen 5 3500u,2100,4,amd radeon vega 8,8,DDR4,true,256,"{""Вес"": ""1.5 кг"", ""Тип"": ""ультрабук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серебристый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Процессор"": ""AMD Ryzen 5 3500U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""встроенная AMD Radeon Vega 8"", ""Поддержка 3D"": ""нет"", ""Аккумулятор"": ""Li-Pol, 3 ячейки батареи, 50 Вт⋅ч"", ""Объем кэша L3"": ""4 Мб"", ""Время работы"": ""14 ч"", ""Габариты (ДхШхТ)"": ""319x199x17 мм"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""14 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth 4.2"", ""Оперативная память"": ""8 Гб DDR4"", ""Производительность"": ""2100 МГц, 4 ядра"", ""Операционная система"": ""Win 10"", ""Клавиатура и управление"": ""Touchpad, подсветка клавиатуры"", ""Общий объем накопителей"": ""256 ГБ"", ""Объем первого накопителя"": ""256 ГБ"", ""Количество интерфейсов USB 2.0"": ""1"", ""Количество интерфейсов USB 3.1"": ""2"", ""Поддерживаемые карты памяти"": ""microSD"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
399,100074746,ультрабук,intel core i5 8265u,1600,4,intel hd graphics 620,8,DDR3,true,512,"{""Вес"": ""1.18 кг"", ""Тип"": ""ультрабук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серебристый, голубой"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Камера"": ""есть"", ""Процессор"": ""Intel Core i5 8265U"", ""Тип экрана"": ""глянцевый"", ""Видеокарта"": ""встроенная видеокарта Intel HD Graphics 620"", ""Интерфейсы"": ""USB Type-C"", ""Объем кэша L3"": ""6 Мб"", ""Частота памяти"": ""2133 МГц"", ""Габариты (ДхШхТ)"": ""195x316x13 мм"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""13.9 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, Full HD"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth"", ""Оперативная память"": ""8 ГБ, DDR3"", ""Производительность"": ""1600 МГц, 4 ядра"", ""Операционная система"": ""Win 10 Home"", ""Клавиатура и управление"": ""Touchpad, подсветка клавиатуры"", ""Общий объем накопителей"": ""512 ГБ"", ""Количество интерфейсов USB 3.1"": ""1"", ""Устройство для чтения Flash-карт"": ""да""}",2020-04-29
400,1307580,ноутбук,intel core i3 8145u,,,intel uhd graphics 620,4,DDR3L,true,512,"{""Вес"": ""2.07 кг"", ""Тип"": ""ноутбук"", ""Цвет"": ""серебристый"", ""Процессор"": ""Intel Core i3 8145U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""Intel UHD Graphics 620"", ""Объем кэша L3"": ""4 Мб"", ""Частота памяти"": ""2133 МГц"", ""Габариты (ДхШхТ)"": ""33.2x20.8x1.6 см"", ""Диагональ экрана"": ""14 дюйм"", ""Разрешение экрана"": ""1920x1080 Full HD"", ""Тип жесткого диска"": ""SSD"", ""Оперативная память"": ""4 Gb, DDR3L"", ""Операционная система"": ""Windows 10 Home"", ""Общий объем накопителей"": ""512 ГБ""}",2020-04-29
401,1306527,ноутбук,intel core i5 8300h,2300,4,nvidia geforce gtx 1050 + intel hd graphics 630,8,DDR4,true,1008,"{""Вес"": ""2.8 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""встроенные колонки и микрофон"", ""Цвет"": ""красный, черный"", ""Входы"": ""выход на наушники"", ""Процессор"": ""Intel Core i5 8300H"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""дискретная видеокарта NVIDIA GeForce GTX 1050 + встроенная видеокарта Intel HD Graphics 630"", ""Интерфейсы"": ""Thunderbolt, USB Type-C"", ""Аккумулятор"": ""56 Втч"", ""Видеопамять"": ""4 Гб"", ""Сетевая карта"": ""встроенная сетевая карта, 10/100/1000 Мбит/c"", ""Частота памяти"": ""2666 МГц"", ""Габариты (ДхШхТ)"": ""270x390x25 см"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080"", ""Тип жесткого диска"": ""HDD+SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth 4.2"", ""Оперативная память"": ""8 Гб, DDR4"", ""Производительность"": ""2300 МГц, 4 ядра"", ""Операционная система"": ""Linux"", ""Общий объем накопителей"": ""1008 ГБ"", ""Объем второго накопителя"": ""8 ГБ"", ""Объем первого накопителя"": ""1000 ГБ"", ""Дополнительная информация"": ""корпус изготовлен из магниевого сплава"", ""Количество интерфейсов USB 3.1"": ""3""}",2020-04-29
402,1307259,ноутбук,amd ryzen 5 3500u,2100,4,amd radeon vega 8,4,DDR4,false,1000,"{""Вес"": ""1.8 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, RJ-45"", ""Камера"": ""веб-камера"", ""Процессор"": ""AMD Ryzen 5 3500U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""встроенная видеокарта AMD Radeon Vega 8"", ""Поддержка 3D"": ""нет"", ""Аккумулятор"": ""Li-Ion, 41 Втч"", ""Объем кэша L3"": ""4 Мб"", ""Сетевая карта"": ""LAN 10/100/1000 Мбит/c"", ""Частота памяти"": ""2400 МГц"", ""Габариты (ДхШхТ)"": ""376x246x22.5 мм"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920 x 1080"", ""Тип жесткого диска"": ""HDD"", ""Беспроводная связь"": ""Wi-Fi 802.11b/g/n, Bluetooth"", ""Оперативная память"": ""4 Гб, DDR4"", ""Производительность"": ""2100 МГц, 4 ядра"", ""Операционная система"": ""DOS"", ""Общий объем накопителей"": ""1000 ГБ"", ""Количество слотов памяти"": ""2"", ""Объем первого накопителя"": ""1000 ГБ"", ""Подключение к док-станции"": ""нет"", ""Количество интерфейсов USB 2.0"": ""1"", ""Количество интерфейсов USB 3.0"": ""2"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
403,1307384,ноутбук,pentium,,,uhd605,,,false,1000,"{""Вес"": ""2.21 кг"", ""Тип"": ""ноутбук"", ""Цвет"": ""черный"", ""Процессор"": ""Pentium"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""UHD605"", ""Объем кэша L2"": ""4 Мб"", ""Время работы"": ""8 ч"", ""Частота памяти"": ""2400 МГц"", ""Диагональ экрана"": ""15.6 дюйм"", ""Тип жесткого диска"": ""HDD"", ""Общий объем накопителей"": ""1000 ГБ"", ""Количество слотов памяти"": ""1"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
404,1307379,ноутбук,core i3 7020u,2300,2,intel hd graphics 620,4,DDR4,false,1000,"{""Вес"": ""1.9 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серый, черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI"", ""Камера"": ""есть, VGA"", ""Процессор"": ""Core i3 7020U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""встроенная Intel HD Graphics 620"", ""Поддержка 3D"": ""нет"", ""Аккумулятор"": ""3 ячейки батареи, 33 Вт*ч"", ""Объем кэша L3"": ""3 Мб"", ""Габариты (ДхШхТ)"": ""381x251x27 мм"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""HDD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth"", ""Оперативная память"": ""4 Гб DDR4"", ""Производительность"": ""2300 МГц, 2 ядра"", ""Операционная система"": ""Linux"", ""Общий объем накопителей"": ""1000 ГБ"", ""Подключение к док-станции"": ""нет"", ""Дополнительная информация"": ""система охлаждения IceCool"", ""Максимальный размер памяти"": ""12 ГБ"", ""Количество интерфейсов USB 2.0"": ""2"", ""Количество интерфейсов USB 3.0"": ""1"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
405,100170415,ноутбук,intel pentium gold 4415u,2300,2,nvidia geforce mx110,4,DDR4,false,1000,"{""Вес"": ""2.2 кг"", ""Тип"": ""ноутбук"", ""Цвет"": ""серый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, RJ-45"", ""Камера"": ""есть"", ""Процессор"": ""Intel Pentium Gold 4415U"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""дискретная NVIDIA GeForce MX110"", ""Интерфейсы"": ""USB Type-C"", ""Поддержка 3D"": ""нет"", ""Аккумулятор"": ""30 Вт⋅ч"", ""Видеопамять"": ""2048 Мб"", ""Объем кэша L3"": ""2 Мб"", ""Сетевая карта"": ""встроенная сетевая карта, 10/100/1000 Мбит/c"", ""Частота памяти"": ""2133 МГц"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1366x768"", ""Тип жесткого диска"": ""HDD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth 4.1"", ""Оперативная память"": ""4 Гб, DDR4"", ""Производительность"": ""2300 МГц, 2 ядра"", ""Интерфейс накопителя"": ""SATA, 5400 об/мин"", ""Операционная система"": ""DOS"", ""Клавиатура и управление"": ""Touchpad"", ""Общий объем накопителей"": ""1000 ГБ"", ""Количество слотов памяти"": ""2"", ""Объем первого накопителя"": ""1000 ГБ"", ""Количество интерфейсов USB 3.1"": ""2"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
406,100013558,ноутбук,amd a6 9220 2500 мгц,2500,2,amd radeon r4,4,DDR4,true,256,"{""Вес"": ""1.7 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""черный"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, RJ-45"", ""Камера"": ""есть, веб-камера"", ""Процессор"": ""AMD A6 9220 2500 МГц"", ""Видеокарта"": ""AMD Radeon R4 (встроенная)"", ""Аккумулятор"": ""Li-Ion 31 Втч"", ""Сетевая карта"": ""1000 Мбит/c"", ""Частота памяти"": ""1866 МГц"", ""Габариты (ДхШхТ)"": ""250x380x20 мм"", ""Диагональ экрана"": ""15.6 дюйм"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi, Bluetooth 4.0"", ""Оперативная память"": ""4 Гб DDR4"", ""Производительность"": ""2 ядра, 2500 МГц"", ""Операционная система"": ""Windows 10"", ""Клавиатура и управление"": ""Touchpad"", ""Общий объем накопителей"": ""256 ГБ"", ""Время зарядки аккумулятора"": ""1.5 ч"", ""Количество интерфейсов USB 2.0"": ""1"", ""Количество интерфейсов USB 3.1"": ""2""}",2020-04-29
407,1306771,ноутбук,intel core i3 8145u,2100,2,intel hd graphics 620,4,DDR4,true,256,"{""Вес"": ""1.7 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""микрофон, колонки"", ""Цвет"": ""серебристый"", ""Входы"": ""микрофонный/выход на наушники Combo"", ""Выходы"": ""HDMI, RJ-45"", ""Камера"": ""есть"", ""Процессор"": ""Intel Core i3 8145U"", ""Тип экрана"": ""глянцевый"", ""Видеокарта"": ""встроенная видеокарта Intel HD Graphics 620"", ""Интерфейсы"": ""USB Type-C"", ""Поддержка 3D"": ""нет"", ""Объем кэша L3"": ""6 Мб"", ""Сетевая карта"": ""встроенная сетевая карта, 10/100/1000 Мбит/c"", ""Частота памяти"": ""2666 МГц"", ""Габариты (ДхШхТ)"": ""330x230x20 мм"", ""Диагональ экрана"": ""14 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080, широкоформатный"", ""Тип жесткого диска"": ""SSD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth"", ""Оперативная память"": ""4 Гб, DDR4"", ""Производительность"": ""2100 МГц, 2 ядра"", ""Операционная система"": ""Win 10"", ""Клавиатура и управление"": ""Touchpad"", ""Общий объем накопителей"": ""256 ГБ"", ""Объем первого накопителя"": ""256 ГБ"", ""Количество интерфейсов USB 2.0"": ""1"", ""Количество интерфейсов USB 3.0"": ""2"", ""Поддерживаемые карты памяти"": ""SD, SDHC, SDXC"", ""Устройство для чтения Flash-карт"": ""да"", ""Светодиодная подсветка экрана"": ""да""}",2020-04-29
408,1307551,ноутбук,intel core i3-8145u,2100,,nvidia geforce mx110,4,DDR4,false,1000,"{""Вес"": ""2.2 кг"", ""Тип"": ""ноутбук"", ""Цвет"": ""черный"", ""Выходы"": ""HDMI"", ""Процессор"": ""Intel Core i3-8145U"", ""Видеокарта"": ""NVIDIA GeForce MX110"", ""Интерфейсы"": ""USB Type-C"", ""Поддержка 3D"": ""нет"", ""Объем кэша L2"": ""4 Мб"", ""Габариты (ДхШхТ)"": ""363x254.6x22.9 мм"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Разрешение экрана"": ""1920x1080 Full HD"", ""Тип жесткого диска"": ""HDD"", ""Оперативная память"": ""4 Гб, DDR4"", ""Производительность"": ""2.1"", ""Операционная система"": ""DOS"", ""Общий объем накопителей"": ""1000 ГБ"", ""Объем первого накопителя"": ""1000 ГБ"", ""Количество интерфейсов USB 3.1"": ""2""}",2020-04-29
409,1306148,ноутбук,intel core i5 8300h,2300,4,nvidia geforce gtx 1050 + intel hd graphics 630,8,DDR4,false,1000,"{""Вес"": ""2.8 кг"", ""Тип"": ""ноутбук"", ""Звук"": ""встроенные колонки и микрофон"", ""Цвет"": ""красный, черный"", ""Входы"": ""выход на наушники"", ""Камера"": ""широкоформатная веб-камера с разрешением HD (720p)"", ""Процессор"": ""Intel Core i5 8300H"", ""Тип экрана"": ""матовый"", ""Видеокарта"": ""дискретная видеокарта NVIDIA GeForce GTX 1050 + встроенная видеокарта Intel HD Graphics 630"", ""Интерфейсы"": ""Thunderbolt"", ""Аккумулятор"": ""56 Втч"", ""Видеопамять"": ""4096 Мб"", ""Объем кэша L3"": ""8 Мб"", ""Частота памяти"": ""2666 МГц"", ""Габариты (ДхШхТ)"": ""270x390x25 см"", ""Сенсорный экран"": ""нет"", ""Диагональ экрана"": ""15.6 дюйм"", ""Оптический привод"": ""отсутствует"", ""Разрешение экрана"": ""1920x1080"", ""Тип жесткого диска"": ""SSHD"", ""Беспроводная связь"": ""Wi-Fi 802.11ac, Bluetooth"", ""Оперативная память"": ""8 Гб, DDR4"", ""Производительность"": ""2300 МГц, 4 ядра"", ""Операционная система"": ""Win 10"", ""Общий объем накопителей"": ""1000 ГБ"", ""Объем первого накопителя"": ""1000 ГБ"", ""Дополнительная информация"": ""корпус изготовлен из магниевого сплава"", ""Количество интерфейсов USB 3.0"": ""3""}",2020-04-29
